STATION,DATE,PRCP,TMAX,TMIN,YEAR,MONTH,DAY,TEMP
USW00094728,1926-05-30,0.0,25.6,12.2,1926,5,30,18.9
USW00013874,1964-04-18,0.0,26.7,11.7,1964,4,18,19.2
USW00023174,2004-06-04,0.0,21.1,15.6,2004,6,4,18.35
USW00023174,1993-08-14,0.0,23.3,17.2,1993,8,14,20.25
USW00094728,1963-06-01,0.0,27.2,16.1,1963,6,1,21.65
USW00094728,1944-01-19,0.0,3.9,-2.2,1944,1,19,0.85
USW00094728,1965-03-07,0.0,11.7,5.0,1965,3,7,8.35
USW00094728,1966-01-04,0.0,7.2,0.6,1966,1,4,3.9
USW00023174,1972-07-07,0.0,26.1,16.7,1972,7,7,21.4
USW00094728,1895-10-22,0.0,16.1,3.9,1895,10,22,10.0
USW00094728,1957-05-04,0.0,13.3,4.4,1957,5,4,8.85
USW00023174,1984-08-10,0.0,28.3,20.0,1984,8,10,24.15
USW00023174,1948-03-13,11.9,15.6,6.1,1948,3,13,10.85
USW00094728,2013-06-19,0.0,25.0,15.0,2013,6,19,20.0
USW00013874,1943-10-09,0.0,26.1,12.8,1943,10,9,19.45
USW00013874,1936-02-07,6.4,6.7,-0.6,1936,2,7,3.05
USW00094728,1983-03-29,0.0,7.8,0.0,1983,3,29,3.9
USW00094728,2018-12-04,0.0,7.8,-0.5,2018,12,4,3.65
USW00023174,2008-04-19,0.0,17.2,12.2,2008,4,19,14.7
USW00023174,2006-12-10,3.0,16.7,10.6,2006,12,10,13.65
USW00094728,1908-10-15,0.0,23.9,13.3,1908,10,15,18.6
USW00023174,1945-01-22,0.0,16.1,4.4,1945,1,22,10.25
USW00023174,1955-10-31,0.0,20.6,13.3,1955,10,31,16.95
USW00094728,1889-01-04,0.0,10.0,1.7,1889,1,4,5.85
USW00023174,1958-05-10,0.0,22.2,14.4,1958,5,10,18.3
USW00013874,1940-11-21,0.0,21.7,12.2,1940,11,21,16.95
USW00094728,1982-09-04,0.0,22.8,15.6,1982,9,4,19.2
USW00023174,1952-03-18,0.0,15.0,7.8,1952,3,18,11.4
USW00094728,1924-07-01,0.0,22.2,16.7,1924,7,1,19.45
USW00023174,2001-08-11,0.0,24.4,17.2,2001,8,11,20.8
USW00094728,1959-08-13,0.0,32.8,22.8,1959,8,13,27.8
USW00023174,1989-08-03,0.0,23.3,17.2,1989,8,3,20.25
USW00094728,1975-10-17,26.2,14.4,11.1,1975,10,17,12.75
USW00094728,2003-10-11,0.0,21.1,13.3,2003,10,11,17.2
USW00023174,1979-10-09,0.0,22.8,15.0,1979,10,9,18.9
USW00094728,1958-04-20,0.8,20.0,12.8,1958,4,20,16.4
USW00023174,1957-07-06,0.0,31.1,18.9,1957,7,6,25.0
USW00094728,1875-09-13,9.4,22.2,16.1,1875,9,13,19.15
USW00023174,1962-01-01,0.0,23.3,11.7,1962,1,1,17.5
USW00023174,2023-04-09,0.0,16.7,11.1,2023,4,9,13.9
USW00023174,1952-02-14,0.0,18.9,6.1,1952,2,14,12.5
USW00023174,2006-12-13,0.0,20.0,10.6,2006,12,13,15.3
USW00023174,1956-12-05,12.4,16.7,11.1,1956,12,5,13.9
USW00023174,2004-07-24,0.0,23.3,18.3,2004,7,24,20.8
USW00094728,1931-05-08,24.9,18.3,13.3,1931,5,8,15.8
USW00094728,1910-08-28,1.0,22.2,16.7,1910,8,28,19.45
USW00023174,2015-04-04,0.0,25.6,14.4,2015,4,4,20.0
USW00094728,2000-06-23,0.0,27.2,21.1,2000,6,23,24.15
USW00094728,1988-07-03,0.0,31.1,16.1,1988,7,3,23.6
USW00094728,1897-01-19,0.0,-5.6,-10.0,1897,1,19,-7.8
USW00023174,1947-08-05,0.0,22.2,16.1,1947,8,5,19.15
USW00023174,2017-11-25,0.0,27.8,15.0,2017,11,25,21.4
USW00094728,1946-03-12,0.0,8.3,-2.2,1946,3,12,3.05
USW00094728,1898-07-07,0.0,27.8,16.1,1898,7,7,21.95
USW00023174,1997-11-28,0.0,18.3,8.9,1997,11,28,13.6
USW00023174,1975-06-14,0.0,19.4,15.0,1975,6,14,17.2
USW00094728,2015-04-15,0.0,22.2,10.6,2015,4,15,16.4
USW00094728,1932-12-02,0.0,15.6,5.6,1932,12,2,10.6
USW00094728,1941-02-23,0.0,3.9,-2.2,1941,2,23,0.85
USW00013874,1934-08-12,0.0,30.6,20.6,1934,8,12,25.6
USW00094728,1967-01-11,0.0,3.9,-2.2,1967,1,11,0.85
USW00023174,2025-05-14,0.0,20.6,12.2,2025,5,14,16.4
USW00013874,1942-01-08,0.0,-2.2,-10.6,1942,1,8,-6.4
USW00094728,1999-12-04,2.0,15.6,7.2,1999,12,4,11.4
USW00094728,1978-08-30,0.0,28.3,21.7,1978,8,30,25.0
USW00023174,1954-06-21,0.0,21.7,15.6,1954,6,21,18.65
USW00023174,2023-01-09,26.4,15.6,11.7,2023,1,9,13.65
USW00094728,1966-02-07,0.0,1.1,-7.2,1966,2,7,-3.05
USW00094728,1980-04-26,0.0,16.1,8.9,1980,4,26,12.5
USW00094728,1920-01-02,0.0,-1.7,-11.1,1920,1,2,-6.4
USW00023174,1979-06-30,0.0,26.7,15.6,1979,6,30,21.15
USW00094728,1977-03-27,0.0,16.7,1.7,1977,3,27,9.2
USW00094728,1897-11-25,0.0,11.7,1.7,1897,11,25,6.7
USW00023174,1978-06-30,0.0,23.3,16.1,1978,6,30,19.7
USW00013874,1930-06-23,0.0,37.2,23.9,1930,6,23,30.55
USW00094728,1976-10-13,0.0,20.6,8.9,1976,10,13,14.75
USW00013874,1933-04-19,0.0,25.6,14.4,1933,4,19,20.0
USW00023174,1987-12-11,0.0,19.4,11.1,1987,12,11,15.25
USW00094728,1895-03-01,0.0,14.4,5.6,1895,3,1,10.0
USW00094728,1986-12-06,0.0,6.1,-1.1,1986,12,6,2.5
USW00013874,1955-04-28,0.0,26.1,10.0,1955,4,28,18.05
USW00023174,1966-11-18,0.0,21.7,13.9,1966,11,18,17.8
USW00023174,1969-08-04,0.0,21.7,17.8,1969,8,4,19.75
USW00094728,1945-07-22,3.0,27.2,21.1,1945,7,22,24.15
USW00094728,1915-03-15,0.0,9.4,-2.2,1915,3,15,3.6
USW00094728,1917-11-21,0.5,7.8,5.0,1917,11,21,6.4
USW00094728,1889-04-08,0.0,11.7,3.3,1889,4,8,7.5
USW00094728,2023-08-10,12.2,27.2,21.1,2023,8,10,24.15
USW00023174,2004-03-04,0.0,18.3,11.1,2004,3,4,14.7
USW00023174,1993-11-23,0.0,19.4,13.3,1993,11,23,16.35
USW00094728,2024-09-12,0.0,26.7,16.7,2024,9,12,21.7
USW00013874,1965-08-15,7.6,32.2,21.7,1965,8,15,26.95
USW00023174,1993-01-12,18.5,11.7,7.2,1993,1,12,9.45
USW00023174,1962-05-22,0.0,24.4,12.2,1962,5,22,18.3
USW00023174,2011-05-04,0.0,28.3,15.0,2011,5,4,21.65
USW00023174,1969-12-03,0.0,25.6,15.0,1969,12,3,20.3
USW00094728,1994-03-12,0.0,7.8,-3.3,1994,3,12,2.25
USW00023174,1973-02-03,14.2,16.1,11.7,1973,2,3,13.9
USW00094728,1894-02-15,16.5,0.6,-6.1,1894,2,15,-2.75
USW00023174,1950-07-05,0.0,22.8,15.0,1950,7,5,18.9
USW00023174,2023-03-10,24.6,13.9,10.6,2023,3,10,12.25
USW00013874,1931-06-01,0.0,24.4,13.9,1931,6,1,19.15
USW00094728,1963-08-18,1.5,25.0,16.1,1963,8,18,20.55
USW00094728,1901-12-23,2.5,5.6,0.6,1901,12,23,3.1
USW00094728,2023-09-07,0.0,33.9,24.4,2023,9,7,29.15
USW00094728,1936-11-08,10.2,12.8,9.4,1936,11,8,11.1
USW00094728,2017-11-21,0.0,14.4,5.6,2017,11,21,10.0
USW00094728,1963-04-23,3.0,10.0,5.0,1963,4,23,7.5
USW00094728,1951-03-17,0.0,8.3,2.2,1951,3,17,5.25
USW00023174,2017-04-24,0.0,20.0,14.4,2017,4,24,17.2
USW00013874,1961-10-27,0.0,18.3,1.7,1961,10,27,10.0
USW00023174,1966-10-06,0.0,23.9,18.9,1966,10,6,21.4
USW00094728,2003-08-01,18.3,26.7,20.0,2003,8,1,23.35
USW00023174,2024-03-23,4.6,16.7,11.7,2024,3,23,14.2
USW00023174,1979-06-18,0.0,22.8,14.4,1979,6,18,18.6
USW00023174,2017-04-19,0.0,20.0,14.4,2017,4,19,17.2
USW00023174,2012-08-29,0.0,29.4,21.7,2012,8,29,25.55
USW00094728,1919-10-28,0.8,28.3,8.9,1919,10,28,18.6
USW00094728,1915-01-22,1.0,-0.6,-6.1,1915,1,22,-3.35
USW00094728,1970-09-23,0.0,33.9,25.0,1970,9,23,29.45
USW00013874,1934-06-11,22.4,32.2,20.0,1934,6,11,26.1
USW00094728,1897-08-12,0.3,27.2,20.0,1897,8,12,23.6
USW00094728,1992-11-26,17.0,15.0,11.1,1992,11,26,13.05
USW00023174,1991-08-15,0.0,23.9,17.8,1991,8,15,20.85
USW00094728,1928-02-28,0.0,2.2,-3.9,1928,2,28,-0.85
USW00094728,2016-02-13,0.0,-5.5,-14.3,2016,2,13,-9.9
USW00094728,1940-06-08,0.0,23.9,17.2,1940,6,8,20.55
USW00094728,1904-09-25,1.5,26.7,17.8,1904,9,25,22.25
USW00023174,1963-05-17,0.0,21.1,14.4,1963,5,17,17.75
USW00094728,1969-07-03,17.8,28.9,16.7,1969,7,3,22.8
USW00023174,2020-06-01,0.0,23.9,15.6,2020,6,1,19.75
USW00013874,1940-01-27,0.0,-5.0,-15.0,1940,1,27,-10.0
USW00013874,1943-09-05,0.3,33.3,21.7,1943,9,5,27.5
USW00094728,1900-12-18,0.0,4.4,-6.1,1900,12,18,-0.85
USW00023174,2018-06-30,0.0,24.4,18.9,2018,6,30,21.65
USW00094728,1930-01-05,0.0,1.1,-7.2,1930,1,5,-3.05
USW00094728,1903-05-18,0.0,30.0,16.1,1903,5,18,23.05
USW00094728,1987-06-06,0.0,24.4,16.1,1987,6,6,20.25
USW00023174,1963-04-16,0.0,16.7,8.9,1963,4,16,12.8
USW00023174,2021-01-20,0.0,25.0,12.8,2021,1,20,18.9
USW00094728,2000-04-20,0.0,17.8,9.4,2000,4,20,13.6
USW00094728,1953-02-21,13.0,19.4,4.4,1953,2,21,11.9
USW00094728,1899-04-08,1.5,11.7,5.6,1899,4,8,8.65
USW00094728,2004-12-27,2.0,-1.7,-7.2,2004,12,27,-4.45
USW00094728,1897-12-19,0.0,-0.6,-5.0,1897,12,19,-2.8
USW00094728,1973-10-27,0.0,18.9,8.3,1973,10,27,13.6
USW00094728,1899-05-12,0.0,25.6,13.3,1899,5,12,19.45
USW00023174,1987-03-03,0.0,25.0,10.0,1987,3,3,17.5
USW00023174,1992-05-27,0.0,21.1,17.2,1992,5,27,19.15
USW00094728,1900-03-31,1.0,6.1,-1.1,1900,3,31,2.5
USW00013874,1937-04-01,0.0,20.0,2.8,1937,4,1,11.4
USW00094728,1953-05-05,16.5,21.7,12.8,1953,5,5,17.25
USW00013874,1965-09-21,0.0,30.6,18.9,1965,9,21,24.75
USW00013874,1939-03-08,0.0,20.0,7.8,1939,3,8,13.9
USW00013874,1945-01-04,0.0,13.3,3.3,1945,1,4,8.3
USW00094728,1910-03-29,0.0,24.4,10.0,1910,3,29,17.2
USW00023174,1990-06-25,0.0,25.0,15.6,1990,6,25,20.3
USW00013874,1939-05-06,0.0,30.0,12.2,1939,5,6,21.1
USW00094728,1979-11-28,0.0,18.9,8.3,1979,11,28,13.6
USW00094728,1997-12-12,3.3,3.9,0.6,1997,12,12,2.25
USW00094728,1925-03-31,0.0,9.4,5.6,1925,3,31,7.5
USW00094728,1995-03-09,4.1,3.3,-5.6,1995,3,9,-1.15
USW00013874,1957-02-03,3.6,23.3,8.9,1957,2,3,16.1
USW00094728,1934-01-07,18.0,6.7,3.9,1934,1,7,5.3
USW00094728,1894-10-12,0.0,16.1,7.2,1894,10,12,11.65
USW00023174,1971-02-15,0.0,16.1,12.8,1971,2,15,14.45
USW00023174,1959-08-30,0.0,28.3,17.2,1959,8,30,22.75
USW00023174,2009-03-03,0.0,17.8,12.2,2009,3,3,15.0
USW00094728,1927-02-11,0.0,2.8,-1.1,1927,2,11,0.85
USW00094728,1982-09-16,0.0,23.3,19.4,1982,9,16,21.35
USW00094728,1899-11-12,2.5,7.8,0.0,1899,11,12,3.9
USW00094728,1960-09-06,0.0,27.2,16.1,1960,9,6,21.65
USW00023174,1997-04-01,0.0,20.0,11.7,1997,4,1,15.85
USW00094728,2021-01-07,0.0,5.0,-1.0,2021,1,7,2.0
USW00023174,1960-07-04,0.0,20.6,14.4,1960,7,4,17.5
USW00013874,1958-08-28,0.0,29.4,17.8,1958,8,28,23.6
USW00013874,1933-04-29,0.0,23.3,13.9,1933,4,29,18.6
USW00094728,1875-08-14,0.0,27.8,22.2,1875,8,14,25.0
USW00094728,1877-11-04,0.0,9.4,2.2,1877,11,4,5.8
USW00023174,1994-08-01,0.0,23.3,17.2,1994,8,1,20.25
USW00013874,1947-04-21,0.0,15.6,10.6,1947,4,21,13.1
USW00094728,1961-10-27,0.0,14.4,6.7,1961,10,27,10.55
USW00094728,1957-03-21,0.0,8.3,1.7,1957,3,21,5.0
USW00094728,1931-06-06,0.0,24.4,15.6,1931,6,6,20.0
USW00094728,1906-05-20,0.0,19.4,12.2,1906,5,20,15.8
USW00013874,1935-03-23,0.0,28.9,13.9,1935,3,23,21.4
USW00094728,1879-10-29,0.0,16.1,7.8,1879,10,29,11.95
USW00094728,1916-01-07,0.0,-1.7,-6.7,1916,1,7,-4.2
USW00094728,1982-12-13,0.0,-4.4,-8.3,1982,12,13,-6.35
USW00013874,1942-08-14,1.5,33.9,20.6,1942,8,14,27.25
USW00094728,2014-10-28,0.0,22.2,11.7,2014,10,28,16.95
USW00094728,1873-12-14,0.0,2.2,-2.8,1873,12,14,-0.3
USW00094728,1992-03-01,0.0,13.3,-7.2,1992,3,1,3.05
USW00023174,1997-01-09,0.0,18.3,8.3,1997,1,9,13.3
USW00023174,1989-06-29,0.0,21.1,14.4,1989,6,29,17.75
USW00094728,1963-04-13,0.0,20.6,7.8,1963,4,13,14.2
USW00023174,2011-08-25,0.0,25.6,17.8,2011,8,25,21.7
USW00094728,1991-02-14,4.8,11.1,1.1,1991,2,14,6.1
USW00013874,1958-03-02,0.0,21.7,8.3,1958,3,2,15.0
USW00094728,1976-09-01,0.0,27.2,15.0,1976,9,1,21.1
USW00023174,2004-12-25,0.0,18.3,7.2,2004,12,25,12.75
USW00094728,1871-08-19,0.0,23.3,17.2,1871,8,19,20.25
USW00013874,1931-12-21,23.6,17.2,9.4,1931,12,21,13.3
USW00013874,1946-06-05,0.0,25.6,11.1,1946,6,5,18.35
USW00094728,1871-12-03,3.6,3.3,-1.7,1871,12,3,0.8
USW00094728,1949-07-03,0.0,37.2,22.8,1949,7,3,30.0
USW00094728,1935-05-16,0.0,18.3,7.8,1935,5,16,13.05
USW00023174,1971-12-20,0.0,15.0,6.1,1971,12,20,10.55
USW00094728,1922-08-09,2.0,25.0,16.1,1922,8,9,20.55
USW00013874,1965-06-08,0.0,25.0,17.8,1965,6,8,21.4
USW00094728,1890-06-29,0.0,27.8,18.9,1890,6,29,23.35
USW00023174,1986-11-01,0.0,25.6,11.1,1986,11,1,18.35
USW00023174,1971-07-06,0.0,21.7,16.7,1971,7,6,19.2
USW00094728,1987-01-31,0.0,2.8,-1.1,1987,1,31,0.85
USW00094728,1998-11-29,0.0,15.6,9.4,1998,11,29,12.5
USW00094728,1933-04-19,0.0,13.3,6.1,1933,4,19,9.7
USW00094728,1918-06-09,0.0,26.7,16.1,1918,6,9,21.4
USW00023174,2021-09-15,0.0,21.1,16.1,2021,9,15,18.6
USW00013874,1957-01-15,15.5,6.1,0.0,1957,1,15,3.05
USW00094728,1886-04-10,0.0,21.1,8.3,1886,4,10,14.7
USW00013874,1962-07-28,11.7,25.6,17.8,1962,7,28,21.7
USW00094728,1992-05-14,0.0,27.2,16.7,1992,5,14,21.95
USW00094728,1969-12-21,0.0,2.8,-3.3,1969,12,21,-0.25
USW00094728,2015-06-16,6.9,26.1,18.3,2015,6,16,22.2
USW00094728,2021-02-27,9.9,10.0,3.3,2021,2,27,6.65
USW00094728,1982-07-23,0.0,29.4,22.2,1982,7,23,25.8
USW00023174,2002-06-02,0.0,20.6,13.9,2002,6,2,17.25
USW00094728,1985-06-02,0.0,26.7,16.7,1985,6,2,21.7
USW00094728,1883-01-07,0.3,2.2,-3.9,1883,1,7,-0.85
USW00094728,1999-06-06,0.0,25.6,15.6,1999,6,6,20.6
USW00094728,2024-08-15,0.0,30.0,20.0,2024,8,15,25.0
USW00023174,1952-12-07,2.3,13.9,7.2,1952,12,7,10.55
USW00023174,2012-12-24,36.1,16.7,11.1,2012,12,24,13.9
USW00094728,1988-04-13,0.0,12.2,2.8,1988,4,13,7.5
USW00023174,2005-03-29,0.0,17.2,12.2,2005,3,29,14.7
USW00013874,1953-02-13,0.0,10.6,1.7,1953,2,13,6.15
USW00023174,2016-07-21,0.0,28.3,20.0,2016,7,21,24.15
USW00023174,2025-07-09,0.0,23.9,17.2,2025,7,9,20.55
USW00023174,1953-10-23,0.0,20.0,9.4,1953,10,23,14.7
USW00094728,1893-05-31,0.0,21.1,13.3,1893,5,31,17.2
USW00013874,1964-08-03,0.0,32.2,21.7,1964,8,3,26.95
USW00094728,2017-12-24,0.3,5.0,2.2,2017,12,24,3.6
USW00023174,1988-11-09,0.0,19.4,11.7,1988,11,9,15.55
USW00023174,2013-11-13,0.0,31.7,13.9,2013,11,13,22.8
USW00094728,1928-07-16,0.0,31.1,20.0,1928,7,16,25.55
USW00023174,1953-03-30,0.0,17.2,9.4,1953,3,30,13.3
USW00094728,1889-12-02,0.0,9.4,0.6,1889,12,2,5.0
USW00023174,2008-12-08,0.0,16.1,12.2,2008,12,8,14.15
USW00094728,1896-03-19,17.5,10.0,1.7,1896,3,19,5.85
USW00023174,2000-04-27,0.0,20.6,14.4,2000,4,27,17.5
USW00013874,1940-10-23,0.0,24.4,14.4,1940,10,23,19.4
USW00023174,1945-03-16,0.0,13.9,4.4,1945,3,16,9.15
USW00013874,1960-06-20,0.0,32.8,20.0,1960,6,20,26.4
USW00094728,2015-01-19,0.0,5.6,2.2,2015,1,19,3.9
USW00013874,1942-02-14,0.0,15.6,-1.1,1942,2,14,7.25
USW00094728,1920-10-13,0.0,22.2,8.9,1920,10,13,15.55
USW00094728,1894-02-04,1.5,2.8,-8.3,1894,2,4,-2.75
USW00013874,1955-08-21,1.5,33.9,21.1,1955,8,21,27.5
USW00094728,1950-11-20,11.9,18.3,8.3,1950,11,20,13.3
USW00094728,1892-06-14,11.9,34.4,22.2,1892,6,14,28.3
USW00094728,1929-01-23,3.0,8.3,-1.1,1929,1,23,3.6
USW00094728,1937-09-03,0.0,32.2,23.3,1937,9,3,27.75
USW00094728,1886-08-30,0.0,28.3,22.8,1886,8,30,25.55
USW00094728,1912-06-27,0.0,24.4,16.7,1912,6,27,20.55
USW00094728,2017-04-17,0.0,23.3,14.4,2017,4,17,18.85
USW00094728,1943-09-02,0.0,28.3,18.3,1943,9,2,23.3
USW00094728,1873-05-19,0.0,21.7,7.8,1873,5,19,14.75
USW00023174,1998-12-06,11.9,13.3,7.2,1998,12,6,10.25
USW00094728,1969-07-06,0.0,28.9,21.7,1969,7,6,25.3
USW00023174,1986-01-15,0.0,17.8,12.8,1986,1,15,15.3
USW00094728,1928-10-08,0.0,17.2,8.3,1928,10,8,12.75
USW00023174,1964-08-14,0.0,22.8,18.3,1964,8,14,20.55
USW00013874,1948-04-24,0.0,26.7,14.4,1948,4,24,20.55
USW00094728,1904-02-22,24.6,9.4,-0.6,1904,2,22,4.4
USW00094728,1915-02-19,0.0,5.0,-3.9,1915,2,19,0.55
USW00013874,1933-11-16,0.0,7.8,-1.7,1933,11,16,3.05
USW00094728,1948-06-29,0.0,33.3,22.8,1948,6,29,28.05
USW00094728,1977-02-18,0.0,1.1,-7.8,1977,2,18,-3.35
USW00013874,1961-04-11,0.0,19.4,1.1,1961,4,11,10.25
USW00094728,1961-01-30,0.0,-3.9,-9.4,1961,1,30,-6.65
USW00023174,2017-07-29,0.0,25.0,18.9,2017,7,29,21.95
USW00023174,1991-12-19,0.0,17.2,11.7,1991,12,19,14.45
USW00094728,1987-07-29,0.0,28.9,17.8,1987,7,29,23.35
USW00023174,2017-05-21,0.0,23.3,16.1,2017,5,21,19.7
USW00094728,2009-09-19,0.0,21.1,11.7,2009,9,19,16.4
USW00013874,1950-11-04,1.3,16.7,3.3,1950,11,4,10.0
USW00023174,1945-10-24,0.0,30.0,11.7,1945,10,24,20.85
USW00094728,2010-08-15,4.1,25.0,19.4,2010,8,15,22.2
USW00094728,1904-09-23,0.0,17.2,6.7,1904,9,23,11.95
USW00013874,1953-09-22,0.0,23.9,11.1,1953,9,22,17.5
USW00094728,1876-08-27,0.0,25.0,16.7,1876,8,27,20.85
USW00023174,1974-08-29,0.0,23.3,17.2,1974,8,29,20.25
USW00013874,1933-07-16,0.8,31.1,21.7,1933,7,16,26.4
USW00094728,1875-06-23,18.3,26.1,19.4,1875,6,23,22.75
USW00094728,1980-03-30,0.3,13.3,7.8,1980,3,30,10.55
USW00023174,1953-11-03,0.0,19.4,12.8,1953,11,3,16.1
USW00094728,1886-06-18,0.0,25.0,13.9,1886,6,18,19.45
USW00023174,1961-11-03,0.0,19.4,10.0,1961,11,3,14.7
USW00094728,1982-10-13,2.0,15.6,13.9,1982,10,13,14.75
USW00094728,2003-02-11,0.0,0.0,-9.4,2003,2,11,-4.7
USW00023174,1949-05-21,0.0,21.7,11.1,1949,5,21,16.4
USW00094728,1976-09-28,0.5,19.4,11.1,1976,9,28,15.25
USW00023174,2005-04-20,0.0,17.8,11.1,2005,4,20,14.45
USW00013874,1951-05-31,0.0,32.8,20.0,1951,5,31,26.4
USW00023174,1983-01-06,0.0,16.1,7.8,1983,1,6,11.95
USW00094728,1902-08-20,0.0,24.4,16.7,1902,8,20,20.55
USW00094728,1881-02-15,0.0,1.1,-7.8,1881,2,15,-3.35
USW00094728,2017-12-21,0.0,3.9,0.0,2017,12,21,1.95
USW00023174,2024-02-24,0.0,24.4,12.8,2024,2,24,18.6
USW00094728,1922-05-27,0.0,20.0,8.9,1922,5,27,14.45
USW00094728,1992-01-15,0.0,1.1,-6.1,1992,1,15,-2.5
USW00013874,1932-04-14,0.0,19.4,10.0,1932,4,14,14.7
USW00094728,1912-04-20,0.0,15.0,6.1,1912,4,20,10.55
USW00094728,1980-02-05,0.0,1.7,-7.2,1980,2,5,-2.75
USW00094728,1874-11-03,0.0,12.8,4.4,1874,11,3,8.6
USW00094728,2020-08-14,0.0,30.0,22.8,2020,8,14,26.4
USW00013874,1946-05-23,0.0,26.7,15.6,1946,5,23,21.15
USW00094728,1896-05-03,2.5,17.8,11.7,1896,5,3,14.75
USW00013874,1952-04-29,0.0,26.7,15.0,1952,4,29,20.85
USW00094728,1959-01-21,2.0,12.2,1.1,1959,1,21,6.65
USW00023174,1968-04-05,0.0,18.3,12.8,1968,4,5,15.55
USW00094728,1889-12-15,0.0,-0.6,-6.1,1889,12,15,-3.35
USW00094728,1953-04-22,0.0,18.9,5.0,1953,4,22,11.95
USW00094728,1976-12-29,0.0,0.0,-6.7,1976,12,29,-3.35
USW00023174,1985-10-06,0.0,25.6,18.3,1985,10,6,21.95
USW00094728,1871-10-27,33.5,17.2,11.1,1871,10,27,14.15
USW00094728,1987-04-26,0.0,18.9,6.7,1987,4,26,12.8
USW00094728,2025-07-31,8.1,31.7,18.3,2025,7,31,25.0
USW00094728,1965-07-09,0.0,30.6,20.6,1965,7,9,25.6
USW00094728,2022-08-12,0.0,29.4,21.7,2022,8,12,25.55
USW00094728,1929-06-21,0.0,27.2,17.8,1929,6,21,22.5
USW00094728,1947-11-25,15.0,7.8,2.2,1947,11,25,5.0
USW00013874,1943-09-08,0.0,31.1,20.0,1943,9,8,25.55
USW00094728,1935-03-31,0.0,7.2,2.2,1935,3,31,4.7
USW00023174,1973-02-24,0.5,15.6,11.7,1973,2,24,13.65
USW00094728,1915-05-18,0.0,16.1,8.3,1915,5,18,12.2
USW00013874,1959-02-14,5.1,22.8,10.6,1959,2,14,16.7
USW00023174,2001-10-06,0.0,21.7,16.7,2001,10,6,19.2
USW00023174,1954-10-22,0.0,18.3,13.3,1954,10,22,15.8
USW00094728,2013-11-29,0.0,3.9,-1.6,2013,11,29,1.15
USW00023174,1958-04-19,0.0,25.6,15.0,1958,4,19,20.3
USW00094728,1948-11-27,7.1,16.7,7.8,1948,11,27,12.25
USW00094728,1939-11-06,0.0,8.9,4.4,1939,11,6,6.65
USW00094728,1871-07-20,6.6,24.4,15.6,1871,7,20,20.0
USW00094728,1932-04-28,0.0,16.7,2.2,1932,4,28,9.45
USW00023174,1972-06-11,0.0,25.0,14.4,1972,6,11,19.7
USW00094728,2016-02-04,0.0,15.0,6.7,2016,2,4,10.85
USW00094728,2025-06-02,0.0,21.7,11.7,2025,6,2,16.7
USW00094728,1878-02-09,0.0,4.4,0.6,1878,2,9,2.5
USW00094728,1906-04-24,0.0,12.2,4.4,1906,4,24,8.3
USW00023174,2004-09-28,0.0,22.2,15.6,2004,9,28,18.9
USW00023174,1979-10-10,0.0,21.7,15.6,1979,10,10,18.65
USW00013874,1953-01-03,0.0,5.6,-2.2,1953,1,3,1.7
USW00023174,1945-05-22,0.0,20.6,10.0,1945,5,22,15.3
USW00094728,1903-09-30,0.0,20.0,8.9,1903,9,30,14.45
USW00023174,2009-01-11,0.0,26.1,7.8,2009,1,11,16.95
USW00023174,1984-10-24,0.0,25.6,13.3,1984,10,24,19.45
USW00094728,1996-10-12,0.0,14.4,5.0,1996,10,12,9.7
USW00013874,1952-03-25,0.0,15.0,1.7,1952,3,25,8.35
USW00023174,2025-03-11,2.5,15.6,10.6,2025,3,11,13.1
USW00023174,2001-07-07,0.0,24.4,17.8,2001,7,7,21.1
USW00094728,2005-05-06,0.5,12.2,7.8,2005,5,6,10.0
USW00013874,1963-10-10,0.0,22.2,11.1,1963,10,10,16.65
USW00094728,1871-11-17,0.0,8.3,1.1,1871,11,17,4.7
USW00023174,1968-04-18,0.0,19.4,10.0,1968,4,18,14.7
USW00094728,1894-03-27,0.0,-1.1,-6.7,1894,3,27,-3.9
USW00094728,1937-03-16,1.8,2.2,-1.7,1937,3,16,0.25
USW00094728,1984-05-08,12.2,20.6,12.8,1984,5,8,16.7
USW00094728,1903-03-13,0.0,16.1,4.4,1903,3,13,10.25
USW00094728,1963-03-19,3.6,7.8,-0.6,1963,3,19,3.6
USW00094728,1944-11-28,0.0,11.7,5.0,1944,11,28,8.35
USW00094728,1941-12-09,0.0,6.1,1.7,1941,12,9,3.9
USW00023174,2019-09-04,0.0,30.0,22.2,2019,9,4,26.1
USW00094728,1943-06-06,0.0,26.1,17.2,1943,6,6,21.65
USW00094728,1882-11-03,0.0,5.6,0.0,1882,11,3,2.8
USW00023174,2017-05-18,0.0,20.6,12.8,2017,5,18,16.7
USW00094728,1899-09-07,0.0,22.8,12.8,1899,9,7,17.8
USW00094728,1963-11-24,0.0,11.7,2.8,1963,11,24,7.25
USW00094728,1919-12-20,0.0,-2.2,-7.8,1919,12,20,-5.0
USW00094728,2019-12-05,0.0,5.6,2.2,2019,12,5,3.9
USW00094728,1895-03-11,0.0,2.2,-1.7,1895,3,11,0.25
USW00094728,2009-03-16,0.0,8.3,4.4,2009,3,16,6.35
USW00023174,2016-05-09,0.0,18.9,14.4,2016,5,9,16.65
USW00094728,2011-09-18,0.0,20.0,11.7,2011,9,18,15.85
