STATION,DATE,PRCP,TMAX,TMIN,YEAR,MONTH,DAY,TEMP
USW00012960,2015-09-04,7.4,32.8,23.3,2015,9,4,28.05
USC00045933,2020-05-09,0.0,26.1,18.3,2020,5,9,22.2
USW00023234,1992-06-22,0.0,25.6,14.4,1992,6,22,20.0
USW00023234,1978-05-11,0.0,17.2,10.0,1978,5,11,13.6
USW00023234,2005-12-16,0.0,10.0,6.7,2005,12,16,8.35
USW00023234,2023-07-01,0.0,27.2,12.2,2023,7,1,19.7
USW00023234,2019-02-01,3.3,15.0,10.6,2019,2,1,12.8
USW00013874,1998-02-27,11.9,20.6,12.2,1998,2,27,16.4
USW00013874,1987-07-26,1.5,34.4,21.1,1987,7,26,27.75
USC00045933,1953-09-29,0.0,20.0,8.3,1953,9,29,14.15
USW00013874,1977-12-07,0.0,1.1,-9.4,1977,12,7,-4.15
USW00023234,2013-11-30,0.0,17.2,7.2,2013,11,30,12.2
USC00045933,2018-12-15,0.8,12.2,5.0,2018,12,15,8.6
USC00045933,1999-06-23,0.0,24.4,19.4,1999,6,23,21.9
USC00045933,1962-05-04,0.0,19.4,10.0,1962,5,4,14.7
USW00012960,2009-10-25,0.0,27.2,12.2,2009,10,25,19.7
USW00023234,1968-02-06,0.0,17.2,7.2,1968,2,6,12.2
USW00023234,1996-02-07,0.0,15.6,10.0,1996,2,7,12.8
USW00013881,1944-02-08,7.1,12.2,2.8,1944,2,8,7.5
USW00012960,2012-05-26,0.0,32.8,23.9,2012,5,26,28.35
USW00013874,2016-11-11,0.0,21.7,7.2,2016,11,11,14.45
USW00013874,1984-05-31,0.0,21.7,6.1,1984,5,31,13.9
USW00023234,1999-01-27,0.0,13.9,2.8,1999,1,27,8.35
USC00045933,1964-05-19,0.0,15.0,6.1,1964,5,19,10.55
USC00045933,1948-07-11,0.0,23.3,12.2,1948,7,11,17.75
USW00012960,1992-10-07,5.1,28.9,14.4,1992,10,7,21.65
USW00012960,2003-03-05,1.8,17.2,7.8,2003,3,5,12.5
USW00023234,1993-11-08,0.0,20.0,8.3,1993,11,8,14.15
USW00023234,1968-04-05,0.0,15.6,9.4,1968,4,5,12.5
USW00023234,1998-02-19,32.0,11.7,8.3,1998,2,19,10.0
USW00013874,1998-05-06,0.8,26.1,13.3,1998,5,6,19.7
USW00023234,2010-05-20,0.0,18.3,10.0,2010,5,20,14.15
USC00045933,1953-08-23,0.0,23.3,9.4,1953,8,23,16.35
USW00012960,1997-02-28,0.0,27.2,13.3,1997,2,28,20.25
USW00023234,2002-09-22,0.0,22.2,13.3,2002,9,22,17.75
USW00013874,1979-03-07,0.0,17.8,1.1,1979,3,7,9.45
USW00023234,2016-09-13,0.0,21.7,13.3,2016,9,13,17.5
USW00012960,1993-08-25,2.0,36.7,23.3,1993,8,25,30.0
USC00045933,1994-04-14,0.0,18.9,10.6,1994,4,14,14.75
USC00045933,1978-06-30,0.0,18.3,12.2,1978,6,30,15.25
USW00023234,2000-12-21,0.0,14.4,5.0,2000,12,21,9.7
USC00045933,1979-12-07,0.0,20.0,12.2,1979,12,7,16.1
USW00012960,1989-08-25,0.3,35.0,22.8,1989,8,25,28.9
USC00045933,1976-01-17,0.0,21.1,15.6,1976,1,17,18.35
USC00045933,2001-10-29,0.0,12.2,5.6,2001,10,29,8.9
USW00012960,2002-02-15,0.0,22.8,6.7,2002,2,15,14.75
USW00023234,2009-10-19,7.1,19.4,14.4,2009,10,19,16.9
USW00023234,2021-08-04,0.0,20.0,13.3,2021,8,4,16.65
USC00045933,2002-04-10,0.8,12.2,5.0,2002,4,10,8.6
USC00045933,1950-05-05,0.0,8.9,1.1,1950,5,5,5.0
USW00023234,2008-07-23,0.0,20.0,12.2,2008,7,23,16.1
USW00012960,2012-12-06,0.0,20.6,13.3,2012,12,6,16.95
USW00012960,2022-01-15,0.0,16.7,2.8,2022,1,15,9.75
USW00013874,2022-11-15,9.7,9.4,7.2,2022,11,15,8.3
USW00012960,2008-02-09,0.0,25.0,12.8,2008,2,9,18.9
USC00045933,2020-05-17,3.3,10.6,6.7,2020,5,17,8.65
USW00013874,2016-07-31,14.5,33.9,22.2,2016,7,31,28.05
USC00045933,1961-03-26,1.3,4.4,-1.1,1961,3,26,1.65
USW00013874,1980-03-05,22.6,17.8,6.1,1980,3,5,11.95
USW00023234,2011-01-23,0.0,17.2,8.3,2011,1,23,12.75
USW00012960,1993-03-05,0.0,17.2,5.6,1993,3,5,11.4
USW00013874,2002-06-04,8.6,33.3,20.0,2002,6,4,26.65
USC00045933,1987-12-28,14.0,1.7,-1.1,1987,12,28,0.3
USC00045933,2003-10-12,0.0,20.0,13.3,2003,10,12,16.65
USW00012960,2011-04-10,0.0,31.1,21.7,2011,4,10,26.4
USW00023234,1962-10-17,0.0,23.3,10.6,1962,10,17,16.95
USW00013874,1987-06-19,1.0,30.0,22.8,1987,6,19,26.4
USW00012960,1985-02-13,0.0,18.9,0.0,1985,2,13,9.45
USW00023234,1958-07-14,0.0,18.9,13.3,1958,7,14,16.1
USW00012960,2007-03-04,0.0,16.7,3.9,2007,3,4,10.3
USW00012960,1996-04-25,0.0,30.6,17.2,1996,4,25,23.9
USW00012960,2011-05-24,0.0,34.4,25.6,2011,5,24,30.0
USW00013874,1968-08-18,0.0,35.0,22.2,1968,8,18,28.6
USC00045933,2007-03-28,0.3,6.1,-1.1,2007,3,28,2.5
USC00045933,1963-06-06,0.0,16.7,6.7,1963,6,6,11.7
USC00045933,1968-10-13,4.6,14.4,5.6,1968,10,13,10.0
USW00023234,2025-05-04,0.0,18.3,9.4,2025,5,4,13.85
USC00045933,1973-06-18,0.0,22.8,10.0,1973,6,18,16.4
USC00045933,1984-10-20,3.0,8.9,2.8,1984,10,20,5.85
USC00045933,2025-08-03,0.0,21.1,13.9,2025,8,3,17.5
USW00023234,1974-10-12,0.0,30.0,12.8,1974,10,12,21.4
USW00023234,1997-10-13,0.0,23.9,10.6,1997,10,13,17.25
USW00012960,2024-04-09,2.5,27.2,22.8,2024,4,9,25.0
USW00013874,2003-07-27,0.0,30.6,21.1,2003,7,27,25.85
USW00023234,2023-11-08,0.0,23.9,10.0,2023,11,8,16.95
USC00045933,2023-11-16,0.0,11.1,7.2,2023,11,16,9.15
USW00023234,1956-12-16,0.0,16.1,5.0,1956,12,16,10.55
USW00012960,1999-12-09,7.6,23.9,10.0,1999,12,9,16.95
USC00045933,1991-01-01,0.0,14.4,7.8,1991,1,1,11.1
USW00023234,2010-07-03,0.0,26.1,12.2,2010,7,3,19.15
USW00023234,2021-11-14,0.0,18.9,12.8,2021,11,14,15.85
USW00023234,2002-03-26,0.0,19.4,7.8,2002,3,26,13.6
USC00045933,2006-11-05,0.0,15.0,10.6,2006,11,5,12.8
USW00013874,2022-03-24,0.0,20.0,7.8,2022,3,24,13.9
USW00023234,1955-01-17,11.2,10.6,0.6,1955,1,17,5.6
USC00045933,1984-11-23,0.0,7.8,3.3,1984,11,23,5.55
USW00012960,1986-12-29,0.0,15.0,6.1,1986,12,29,10.55
USW00012960,1983-05-04,0.0,27.8,8.9,1983,5,4,18.35
USW00013874,1975-01-15,0.0,13.9,-5.0,1975,1,15,4.45
USW00013874,1996-12-23,0.0,20.0,2.8,1996,12,23,11.4
USW00013874,2019-11-13,0.0,8.3,-4.3,2019,11,13,2.0
USW00013874,1992-04-10,0.0,27.2,13.3,1992,4,10,20.25
USW00012960,2016-09-30,0.0,27.2,14.4,2016,9,30,20.8
USW00012960,1975-03-20,0.0,25.6,7.8,1975,3,20,16.7
USW00013874,2003-12-11,0.0,5.6,0.6,2003,12,11,3.1
USC00045933,1977-05-21,0.0,18.3,8.3,1977,5,21,13.3
USW00012960,1972-09-19,0.0,33.9,21.1,1972,9,19,27.5
USW00013874,2013-11-25,0.0,7.8,-1.6,2013,11,25,3.1
USW00012960,1998-05-24,0.0,32.2,23.3,1998,5,24,27.75
USW00023234,1980-12-16,0.0,18.9,3.9,1980,12,16,11.4
USW00013874,2005-08-06,0.0,30.0,21.7,2005,8,6,25.85
USW00012960,1983-07-12,0.0,27.8,22.2,1983,7,12,25.0
USW00023234,1949-06-16,0.0,21.1,11.1,1949,6,16,16.1
USW00023234,1945-12-09,0.0,15.6,2.2,1945,12,9,8.9
USW00012960,1973-01-01,29.5,11.7,5.0,1973,1,1,8.35
USW00013874,2010-09-18,0.0,33.9,22.8,2010,9,18,28.35
USW00012960,1995-08-09,0.0,33.9,22.8,1995,8,9,28.35
USW00012960,1999-09-01,6.9,30.0,21.1,1999,9,1,25.55
USC00045933,1999-03-02,0.0,13.9,6.7,1999,3,2,10.3
USW00013874,1997-12-02,0.0,17.2,2.2,1997,12,2,9.7
USW00023234,1977-11-01,0.0,18.3,8.9,1977,11,1,13.6
USW00023234,2012-04-27,0.0,17.8,9.4,2012,4,27,13.6
USW00023234,1999-12-12,0.0,13.3,5.6,1999,12,12,9.45
USC00045933,1986-09-25,10.9,8.3,3.3,1986,9,25,5.8
USC00045933,2014-09-14,0.0,29.4,21.7,2014,9,14,25.55
USW00023234,2008-07-26,0.0,25.0,11.7,2008,7,26,18.35
USC00045933,1994-04-11,0.0,17.2,7.2,1994,4,11,12.2
USC00045933,1995-06-13,0.0,20.6,15.0,1995,6,13,17.8
USC00045933,1968-05-17,0.0,20.0,10.0,1968,5,17,15.0
USW00013874,1982-07-27,0.0,33.3,22.8,1982,7,27,28.05
USW00023234,2019-10-04,0.0,22.8,11.1,2019,10,4,16.95
USW00013874,1998-02-22,19.6,8.3,2.8,1998,2,22,5.55
USC00045933,2008-05-17,0.0,27.2,18.9,2008,5,17,23.05
USC00045933,1980-01-17,15.2,6.7,2.2,1980,1,17,4.45
USW00023234,2003-09-20,0.0,30.6,13.3,2003,9,20,21.95
USW00013874,1972-01-07,0.0,11.1,-4.4,1972,1,7,3.35
USW00023234,2001-05-17,0.0,20.6,10.6,2001,5,17,15.6
USW00023234,1976-01-03,0.0,8.3,1.1,1976,1,3,4.7
USC00045933,2002-02-17,14.7,3.3,-1.7,2002,2,17,0.8
USW00013874,1980-04-13,28.4,21.7,13.3,1980,4,13,17.5
USC00045933,2022-07-25,0.0,28.9,22.8,2022,7,25,25.85
USW00012960,2022-12-10,1.3,27.2,18.3,2022,12,10,22.75
USC00045933,1950-06-11,0.0,12.8,2.8,1950,6,11,7.8
USW00023234,2025-03-02,3.3,13.9,9.4,2025,3,2,11.65
USW00013874,2012-04-25,0.0,27.2,10.0,2012,4,25,18.6
USW00012960,2025-04-10,0.0,30.6,13.3,2025,4,10,21.95
USC00045933,1988-01-08,4.1,4.4,0.6,1988,1,8,2.5
USW00013874,2022-08-29,0.0,32.2,22.8,2022,8,29,27.5
USW00012960,2002-10-14,2.0,17.8,12.2,2002,10,14,15.0
USW00012960,1973-02-01,0.0,21.7,8.3,1973,2,1,15.0
USC00045933,1996-09-28,0.0,26.1,17.8,1996,9,28,21.95
USW00023234,1955-06-27,0.0,17.8,11.1,1955,6,27,14.45
USW00013874,2005-10-03,0.0,28.3,19.4,2005,10,3,23.85
USC00045933,2023-11-10,0.0,15.0,7.8,2023,11,10,11.4
USC00045933,1980-06-11,0.0,15.6,6.1,1980,6,11,10.85
USW00012960,2006-07-22,2.5,36.1,23.9,2006,7,22,30.0
USW00023234,2023-07-14,0.0,24.4,12.8,2023,7,14,18.6
USW00012960,2008-10-04,0.0,30.6,17.8,2008,10,4,24.2
USW00013874,1975-01-16,0.0,13.3,-0.6,1975,1,16,6.35
USW00013874,2024-04-30,1.5,25.6,17.8,2024,4,30,21.7
USC00045933,1993-11-05,0.0,15.6,11.7,1993,11,5,13.65
USC00045933,1971-01-29,0.0,18.9,13.3,1971,1,29,16.1
USC00045933,1965-03-02,0.0,12.8,5.6,1965,3,2,9.2
USW00012960,1996-11-21,0.0,27.2,18.9,1996,11,21,23.05
USC00045933,1987-10-23,0.3,15.0,7.2,1987,10,23,11.1
USC00045933,2008-10-13,0.0,14.4,6.7,2008,10,13,10.55
USW00013874,1982-08-05,0.0,29.4,21.7,1982,8,5,25.55
USW00023234,2015-06-17,0.0,19.4,11.1,2015,6,17,15.25
USW00013874,2020-04-25,0.0,26.7,12.8,2020,4,25,19.75
USW00023234,1950-03-15,0.0,12.8,5.6,1950,3,15,9.2
USW00023234,2008-07-15,0.0,20.0,14.4,2008,7,15,17.2
USW00012960,2004-11-19,0.3,23.9,12.2,2004,11,19,18.05
USW00012960,2019-02-11,8.4,23.9,17.8,2019,2,11,20.85
USW00023234,1986-11-13,0.0,16.1,7.8,1986,11,13,11.95
USW00023234,1956-12-31,0.0,13.3,2.8,1956,12,31,8.05
USW00013874,1989-04-17,0.0,27.2,10.6,1989,4,17,18.9
USW00012960,2005-08-26,0.0,34.4,24.4,2005,8,26,29.4
USW00013874,1977-10-02,2.0,27.8,13.3,1977,10,2,20.55
USW00023234,1946-01-27,0.0,16.7,3.9,1946,1,27,10.3
USW00012960,2022-03-28,0.0,28.3,15.0,2022,3,28,21.65
USW00013874,1984-11-10,7.9,22.8,6.7,1984,11,10,14.75
USW00012960,1984-04-30,0.5,22.8,15.6,1984,4,30,19.2
USW00013874,1998-02-21,0.0,15.6,2.2,1998,2,21,8.9
USW00023234,1951-06-18,0.0,22.2,10.6,1951,6,18,16.4
USW00013874,2023-03-10,11.4,19.4,10.0,2023,3,10,14.7
USW00023234,1985-09-12,0.0,22.8,11.7,1985,9,12,17.25
USW00012960,1974-10-01,0.0,28.9,11.1,1974,10,1,20.0
USW00012960,2023-05-03,0.0,29.4,17.2,2023,5,3,23.3
USW00013960,1979-10-17,0.0,29.4,21.1,1979,10,17,25.25
USW00013960,1992-01-05,1.0,16.1,10.0,1992,1,5,13.05
USW00013881,1999-07-09,0.0,32.2,23.3,1999,7,9,27.75
USW00013960,1982-06-21,23.9,31.7,19.4,1982,6,21,25.55
USW00012919,1902-02-25,0.0,25.6,14.4,1902,2,25,20.0
USW00013960,1981-09-29,0.0,35.0,21.7,1981,9,29,28.35
USW00013960,2002-11-03,1.8,13.3,9.4,2002,11,3,11.35
USW00013960,1994-01-07,0.0,3.9,-3.3,1994,1,7,0.3
USW00023188,2025-02-20,0.0,20.6,10.0,2025,2,20,15.3
USW00023188,1995-11-12,0.0,21.7,13.9,1995,11,12,17.8
USW00013881,2020-12-22,0.0,16.7,0.6,2020,12,22,8.65
USW00023188,1974-02-22,0.0,18.3,7.8,1974,2,22,13.05
USW00023188,1982-03-11,2.3,20.0,16.7,1982,3,11,18.35
USW00013881,1990-09-08,23.4,35.0,22.8,1990,9,8,28.9
USW00013881,2001-01-19,13.2,14.4,6.7,2001,1,19,10.55
USW00013960,2015-09-14,0.0,32.2,20.6,2015,9,14,26.4
USW00013881,1945-07-17,7.6,26.7,17.8,1945,7,17,22.25
USW00013881,1949-12-15,3.6,5.6,-1.1,1949,12,15,2.25
USW00013960,1945-04-17,0.0,22.2,8.9,1945,4,17,15.55
USW00013960,1961-10-31,0.0,26.7,19.4,1961,10,31,23.05
USW00013960,1950-02-13,0.0,12.2,1.7,1950,2,13,6.95
USW00013881,1951-12-19,0.0,2.8,-5.0,1951,12,19,-1.1
USW00013960,1992-04-26,0.0,26.7,11.1,1992,4,26,18.9
USW00013881,1998-05-18,0.0,31.7,20.6,1998,5,18,26.15
USW00023188,1971-12-05,0.0,18.3,6.7,1971,12,5,12.5
USW00013881,1985-11-23,0.0,16.1,1.7,1985,11,23,8.9
USW00013960,2015-07-10,0.0,33.9,23.9,2015,7,10,28.9
USW00012919,1908-02-17,0.0,24.4,18.9,1908,2,17,21.65
USW00012919,1901-05-10,0.0,29.4,15.6,1901,5,10,22.5
USW00013881,2024-11-20,9.9,18.3,9.4,2024,11,20,13.85
USW00013960,1988-10-30,0.3,15.0,11.1,1988,10,30,13.05
USW00013960,2005-05-23,0.0,33.9,23.9,2005,5,23,28.9
USW00013881,1991-03-10,0.0,10.0,1.1,1991,3,10,5.55
USW00023188,1959-05-04,0.0,19.4,13.3,1959,5,4,16.35
USW00013881,1987-11-07,0.0,20.6,1.7,1987,11,7,11.15
USW00013881,2023-04-03,0.5,18.9,8.9,2023,4,3,13.9
USW00013960,1963-07-01,0.0,34.4,21.7,1963,7,1,28.05
USW00013881,1976-05-11,0.3,23.3,13.3,1976,5,11,18.3
USW00012919,1913-08-24,0.0,35.0,21.7,1913,8,24,28.35
USW00013881,1989-04-18,0.0,29.4,13.3,1989,4,18,21.35
USW00013881,1999-04-28,2.8,17.2,8.3,1999,4,28,12.75
USW00013960,2018-02-05,0.0,8.3,-3.2,2018,2,5,2.55
USW00023188,1968-09-23,0.0,31.7,15.6,1968,9,23,23.65
USW00023188,1945-10-02,0.0,34.4,16.7,1945,10,2,25.55
USW00013881,2014-06-26,0.0,32.2,20.0,2014,6,26,26.1
USW00013960,1989-03-13,0.0,28.9,21.7,1989,3,13,25.3
USW00023188,2000-04-10,0.0,18.9,14.4,2000,4,10,16.65
USW00013960,1979-03-08,0.0,23.3,4.4,1979,3,8,13.85
USW00013881,1958-01-28,0.0,8.3,-4.4,1958,1,28,1.95
USW00013960,2006-02-09,0.0,17.2,3.3,2006,2,9,10.25
USW00023188,1956-10-08,0.0,23.3,14.4,1956,10,8,18.85
USW00013881,1978-09-09,0.0,34.4,18.9,1978,9,9,26.65
USW00023188,1956-07-23,0.0,25.0,18.3,1956,7,23,21.65
USW00013960,1965-08-21,0.0,37.8,25.0,1965,8,21,31.4
USW00023188,2007-08-21,0.0,27.8,21.1,2007,8,21,24.45
USW00023188,1967-06-09,0.0,19.4,15.0,1967,6,9,17.2
USW00012919,1904-02-22,0.0,24.4,7.8,1904,2,22,16.1
USW00013960,1974-03-27,0.0,26.1,10.6,1974,3,27,18.35
USW00012919,1916-12-26,0.0,28.9,21.7,1916,12,26,25.3
USW00013881,1946-09-16,0.0,23.9,15.6,1946,9,16,19.75
USW00013960,2004-07-01,0.0,32.8,23.3,2004,7,1,28.05
USW00013960,1941-08-05,0.3,36.1,23.3,1941,8,5,29.7
USW00023188,1947-01-31,0.0,19.4,4.4,1947,1,31,11.9
USW00013960,1997-07-12,0.0,36.1,26.1,1997,7,12,31.1
USW00023188,1958-02-15,0.0,20.6,10.0,1958,2,15,15.3
USW00013960,1987-04-06,0.0,18.3,7.2,1987,4,6,12.75
USW00023188,2023-03-11,3.8,17.8,14.4,2023,3,11,16.1
USW00023188,1984-07-26,0.0,28.3,23.3,1984,7,26,25.8
USW00013881,2022-04-12,0.0,27.2,11.7,2022,4,12,19.45
USW00013960,2004-02-05,2.5,7.2,3.3,2004,2,5,5.25
USW00013881,1946-09-19,2.5,25.0,16.7,1946,9,19,20.85
USW00023188,1943-07-08,0.0,23.9,15.6,1943,7,8,19.75
USW00013960,1948-06-30,0.0,32.8,19.4,1948,6,30,26.1
USW00013881,1984-12-01,0.0,16.1,2.2,1984,12,1,9.15
USW00013881,1994-03-26,0.0,18.9,5.0,1994,3,26,11.95
USW00023188,1950-10-13,0.0,31.1,18.3,1950,10,13,24.7
USW00023188,1995-07-20,0.0,23.9,16.7,1995,7,20,20.3
USW00013960,1954-10-25,0.0,26.7,20.0,1954,10,25,23.35
USW00012919,1919-10-11,36.1,29.4,21.1,1919,10,11,25.25
USW00023188,1953-02-02,0.0,22.8,8.9,1953,2,2,15.85
USW00023188,1952-01-28,0.0,24.4,8.9,1952,1,28,16.65
USW00013960,1946-07-28,0.0,38.9,27.8,1946,7,28,33.35
USW00013881,1956-11-20,0.0,17.2,-0.6,1956,11,20,8.3
USW00013960,1961-09-02,0.0,36.1,26.1,1961,9,2,31.1
USW00013960,2009-06-06,0.0,33.9,21.1,2009,6,6,27.5
USW00012919,1920-11-01,0.0,31.1,23.3,1920,11,1,27.2
USW00023188,2006-06-02,0.0,25.0,17.2,2006,6,2,21.1
USW00013960,2011-03-27,0.3,11.1,8.9,2011,3,27,10.0
USW00013960,1950-09-01,0.0,27.2,18.9,1950,9,1,23.05
USW00023188,1942-11-03,0.0,20.6,13.3,1942,11,3,16.95
USW00023188,1993-06-03,0.0,21.7,17.2,1993,6,3,19.45
USW00023188,2015-06-20,0.0,22.2,17.8,2015,6,20,20.0
USW00013881,1988-01-07,25.4,-4.4,-8.9,1988,1,7,-6.65
USW00013881,1999-10-19,1.3,15.6,11.7,1999,10,19,13.65
USW00013960,2024-06-28,0.0,37.8,27.2,2024,6,28,32.5
USW00013960,2024-08-12,0.0,36.7,26.1,2024,8,12,31.4
USW00013960,1995-03-12,20.3,21.7,16.1,1995,3,12,18.9
USW00023188,2010-03-29,0.0,23.9,13.3,2010,3,29,18.6
USW00023188,1940-07-01,0.0,21.1,16.1,1940,7,1,18.6
USW00013960,1967-06-23,0.0,35.6,26.7,1967,6,23,31.15
USW00023188,2002-05-23,0.0,18.3,14.4,2002,5,23,16.35
USW00013960,2014-09-22,0.0,31.1,21.7,2014,9,22,26.4
USW00013960,1998-05-05,0.0,30.0,20.6,1998,5,5,25.3
USW00013960,1951-05-25,0.0,26.1,15.6,1951,5,25,20.85
USW00023188,2022-01-29,0.0,20.6,7.2,2022,1,29,13.9
USW00023188,1981-11-03,0.0,25.0,12.8,1981,11,3,18.9
USW00023188,1966-12-25,0.0,16.7,8.9,1966,12,25,12.8
USW00013881,1983-04-15,13.2,19.4,9.4,1983,4,15,14.4
USW00012919,1904-05-10,0.0,28.9,15.6,1904,5,10,22.25
USW00013960,2018-12-09,0.0,11.1,3.3,2018,12,9,7.2
USW00013960,1994-08-21,0.0,31.7,21.7,1994,8,21,26.7
USW00012919,1910-08-14,0.0,35.6,24.4,1910,8,14,30.0
USW00013960,2017-08-16,0.0,35.6,27.2,2017,8,16,31.4
USW00023188,2009-12-17,0.0,21.1,8.3,2009,12,17,14.7
USW00013960,1974-02-09,0.0,13.9,0.6,1974,2,9,7.25
USW00013960,1953-12-24,0.0,5.6,-8.3,1953,12,24,-1.35
USW00013960,1951-12-01,0.0,20.0,12.8,1951,12,1,16.4
USW00013881,2022-02-04,10.9,18.9,8.3,2022,2,4,13.6
USW00023188,1973-07-24,0.0,23.9,16.7,1973,7,24,20.3
USW00013960,2009-10-19,0.0,24.4,12.2,2009,10,19,18.3
USW00013960,1998-12-14,0.0,16.1,1.1,1998,12,14,8.6
USW00023188,1964-06-16,0.0,21.1,16.1,1964,6,16,18.6
USW00013960,2023-10-17,0.0,22.8,7.2,2023,10,17,15.0
USW00013960,1944-05-18,0.0,31.7,20.0,1944,5,18,25.85
USW00013960,2003-10-05,10.4,24.4,20.0,2003,10,5,22.2
USW00023188,1967-12-09,0.0,18.9,8.3,1967,12,9,13.6
USW00013960,1987-04-25,0.0,30.0,15.6,1987,4,25,22.8
USW00023188,1945-05-10,0.0,20.6,14.4,1945,5,10,17.5
USW00013881,1986-01-26,5.1,5.0,1.1,1986,1,26,3.05
USW00023188,1966-06-14,0.0,19.4,17.2,1966,6,14,18.3
USW00023188,1991-10-17,0.0,22.2,16.7,1991,10,17,19.45
USW00013960,2001-09-19,0.0,28.3,21.1,2001,9,19,24.7
USW00023188,1972-05-09,0.0,20.6,15.6,1972,5,9,18.1
USW00023188,1967-04-06,0.0,18.3,7.8,1967,4,6,13.05
USW00013960,2013-06-28,0.0,41.1,27.8,2013,6,28,34.45
USW00013881,2017-02-23,0.0,23.9,10.0,2017,2,23,16.95
USW00013960,1957-01-07,0.0,15.0,0.6,1957,1,7,7.8
USW00012919,1917-01-09,0.0,29.4,17.8,1917,1,9,23.6
USW00012919,1910-01-28,0.0,18.9,7.8,1910,1,28,13.35
USW00013881,1958-11-16,0.0,27.8,17.8,1958,11,16,22.8
USW00013881,1959-06-08,0.0,32.2,15.6,1959,6,8,23.9
USW00013881,1988-05-03,0.0,25.0,10.0,1988,5,3,17.5
USW00023188,1983-06-30,0.0,23.3,18.9,1983,6,30,21.1
USW00013881,1980-06-10,0.0,28.9,12.2,1980,6,10,20.55
USW00023188,1952-09-08,0.0,26.1,17.8,1952,9,8,21.95
USW00012919,1903-02-06,2.5,21.1,10.0,1903,2,6,15.55
USW00013881,1959-09-17,0.0,22.2,15.0,1959,9,17,18.6
USW00023188,2003-09-02,0.0,23.9,19.4,2003,9,2,21.65
USW00013960,1944-08-04,0.0,38.9,26.7,1944,8,4,32.8
USW00013881,1967-02-01,0.0,20.6,3.9,1967,2,1,12.25
USW00013960,1999-12-08,0.0,20.0,12.8,1999,12,8,16.4
USW00013960,2020-04-14,0.0,13.9,6.7,2020,4,14,10.3
USW00023188,1972-12-28,0.0,17.2,12.8,1972,12,28,15.0
USW00013881,1947-07-04,0.0,30.6,15.6,1947,7,4,23.1
USW00012919,1918-01-03,0.0,23.3,5.6,1918,1,3,14.45
USW00013960,2000-03-12,0.0,16.7,3.3,2000,3,12,10.0
USW00013881,1983-04-04,0.0,20.6,0.0,1983,4,4,10.3
USW00013960,1991-03-19,0.0,23.3,12.2,1991,3,19,17.75
USW00023188,1944-02-17,1.5,15.6,7.2,1944,2,17,11.4
USW00013881,1982-11-30,3.0,18.9,2.8,1982,11,30,10.85
USW00023188,1970-12-27,0.0,15.0,9.4,1970,12,27,12.2
USW00013960,1955-03-09,0.0,27.2,10.6,1955,3,9,18.9
USW00013960,1986-12-08,0.3,16.1,6.1,1986,12,8,11.1
USW00013881,2011-11-17,11.9,14.4,-1.7,2011,11,17,6.35
USW00013881,2009-03-28,23.1,16.7,11.1,2009,3,28,13.9
USW00012919,1915-08-01,0.0,35.6,27.2,1915,8,1,31.4
USW00013881,2008-01-31,2.5,10.6,-0.6,2008,1,31,5.0
USW00013881,1953-12-24,0.0,6.1,-3.9,1953,12,24,1.1
USW00023188,1973-09-29,0.0,27.2,17.2,1973,9,29,22.2
USW00023188,1993-06-08,0.0,22.2,15.0,1993,6,8,18.6
USW00013881,2006-10-10,0.0,26.7,11.7,2006,10,10,19.2
USW00013881,2003-07-09,11.4,32.8,20.0,2003,7,9,26.4
USW00013960,2008-12-10,0.0,5.6,-2.2,2008,12,10,1.7
USW00013960,2014-02-15,0.0,20.6,2.8,2014,2,15,11.7
USW00023188,1940-05-28,0.0,19.4,13.9,1940,5,28,16.65
USW00012919,1900-09-05,12.7,31.7,17.8,1900,9,5,24.75
USW00013960,1959-10-25,0.0,29.4,9.4,1959,10,25,19.4
USW00013960,1949-01-09,0.0,26.1,2.8,1949,1,9,14.45
USW00023188,1998-06-14,0.0,22.2,15.6,1998,6,14,18.9
USW00013881,2018-05-19,0.0,28.9,20.6,2018,5,19,24.75
USW00023188,1995-07-24,0.0,22.2,16.7,1995,7,24,19.45
USW00023188,1975-10-05,0.0,22.8,16.1,1975,10,5,19.45
USW00013881,2024-09-07,0.0,30.0,19.4,2024,9,7,24.7
USW00023188,2010-03-21,0.0,22.8,11.1,2010,3,21,16.95
USW00023188,1955-12-14,0.0,17.8,8.9,1955,12,14,13.35
USW00023188,2013-01-04,0.0,18.3,6.1,2013,1,4,12.2
USW00013960,1989-07-12,0.0,36.1,25.6,1989,7,12,30.85
USW00013881,1960-02-04,7.1,7.8,0.6,1960,2,4,4.2
USW00013960,1964-07-21,0.0,37.8,27.2,1964,7,21,32.5
USW00013960,1965-12-17,2.3,12.2,1.1,1965,12,17,6.65
USW00023188,2012-02-15,6.6,15.6,8.9,2012,2,15,12.25
USW00013881,1978-03-22,0.0,20.0,7.2,1978,3,22,13.6
USW00023188,2014-04-30,0.0,34.4,20.0,2014,4,30,27.2
USW00013881,1999-11-22,0.3,18.9,13.3,1999,11,22,16.1
USW00013960,1961-07-28,0.0,34.4,23.9,1961,7,28,29.15
USW00023188,1996-11-24,0.0,21.7,11.7,1996,11,24,16.7
USW00013960,2021-03-13,0.0,26.1,19.4,2021,3,13,22.75
USW00023188,2003-07-23,0.0,23.3,19.4,2003,7,23,21.35
